time,gyro_x,gyro_y,gyro_z,setpoint_roll,setpoint_pitch,setpoint_yaw,throttle
0.0,0.040064216667609925,0.24522362687496183,0.22893344430175583,0.0,0.1783068598768347,0.1932653061713073,0.37982264349025796
0.001,0.093685228345393,0.28105206602237126,0.22922079354314076,0.006785695469794662,0.18244377717738547,0.19448798360832317,0.3894325338839819
0.002,0.12835223298498838,0.30041356738406927,0.2348305521233754,0.013570522990037852,0.18656756783340503,0.1957051136472884,0.383826453097488
0.003,0.08646083777661213,0.23614835277663673,0.21987846242374817,0.020353614722196406,0.19067793514234255,0.19691666157189464,0.38602304193683123
0.004,0.01764905334983105,0.16382278699653935,0.19114725398124563,0.027134103049759564,0.19477458336744344,0.19812259282505268,0.3867644604858978
0.005,-0.04537023714595123,0.08426298076794692,0.1678956698362175,0.033911120689214716,0.19885721775902732,0.1993228730098782,0.38045783792444376
0.006,-0.07890930973755067,0.08277945989447413,0.1465379941274527,0.040683800800980455,0.20292554457569478,0.2005174678906727,0.37120912368954245
0.007,-0.06498809729565166,0.1261634929266348,0.15488418155707095,0.047451277100282956,0.20697927110546196,0.20170634339390028,0.39531638812850356
0.008,-0.04129389445047224,0.16073271335480446,0.15148930134066604,0.05421268396796135,0.21101810568682092,0.20288946560915913,0.405403556435346
0.009,0.0003282092542394796,0.19591676877920222,0.14522383996671734,0.060967156561187896,0.21504175772972411,0.2040668007901491,0.406349729916123
0.01,0.006140725363472654,0.20571460470811298,0.16758562230627638,0.067713830924089,0.2190499377364923,0.20523831535563422,0.3799580183610768
0.011,0.012561529308905483,0.19978203111234266,0.17397548928321707,0.07445184409825262,0.22304235732264358,0.2064039758904003,0.3779572826358817
0.012,0.04460247528401231,0.24417496295717783,0.1989480007895367,0.08118033423310818,0.22701872923764224,0.20756374914620826,0.3802619788454588
0.013,0.06485747448475913,0.22030141654539193,0.18630718466756727,0.08789844069616477,0.23097876738556622,0.20871760204274242,0.3849613178421839
0.014,0.07861534420261523,0.23761597316090607,0.21131839827134574,0.09460530418309357,0.2349221868456914,0.20986550166855403,0.38659979541747375
0.015,0.15452319690552507,0.23105769153533867,0.2222412175155284,0.10130006682764033,0.23884870389299154,0.2110074152819999,0.37541210758783644
0.016,0.1643955921894828,0.20223203677301996,0.22813962907390925,0.10798187231135387,0.24275803601855162,0.21214331031217656,0.3697883027193914
0.017,0.07998896303574904,0.14519185243578675,0.2076062876429679,0.11464986597311683,0.24664990194989436,0.2132731543598491,0.3883022859483595
0.018,0.04062483453530583,0.12858855943376632,0.20581084055020907,0.12130319491846409,0.2505240216712175,0.21439691519837514,0.3454958759634358
0.019,-0.01743290308396277,0.16044351654880412,0.18545377750100162,0.12794100812867554,0.2543801164435405,0.2155145607746245,0.38681067166820554
0.02,-0.036518401950246956,0.2224978030138263,0.18612361363551785,0.1345624565696287,0.25821790882475965,0.216626059209893,0.3768393118570512
0.021,0.018885227308605517,0.3008423300617206,0.15026738531961756,0.14116669330039763,0.26203712268960955,0.21773137880081186,0.39769582837784717
0.022,0.0768048906613754,0.31032187976272396,0.15448212883705795,0.14775287358158398,0.26583748324953044,0.21883048802025215,0.4010632446371385
0.023,0.16427065378327257,0.33381771616131206,0.17294575662604308,0.15432015498336663,0.2696187170724385,0.21992335551822387,0.4015041883514868
0.024,0.24734935474930472,0.29581529306372056,0.18866659594944857,0.16086769749325572,0.2733805521023993,0.2210099501227702,0.3846494507433087
0.025,0.24821680768830212,0.24183159301364165,0.19295691696887574,0.16739466362353755,0.2771227176792018,0.22209024084085657,0.3753426201495908
0.026,0.20928433520279183,0.18438275244938682,0.2304337553065313,0.1739002185183966,0.2808449445578323,0.22316419685925482,0.37934673625962145
0.027,0.1436726683484864,0.1931482519551358,0.24978589560104247,0.1803835300607009,0.2845469649278461,0.22423178754542192,0.39273062873404585
0.028,0.10872805455851844,0.18008403804294076,0.24972898245707761,0.1868437689784369,0.28822851243263614,0.22529298244837379,0.36968634392468985
0.029,0.08402768409498189,0.2112498786893232,0.23783292376940843,0.19328010895078082,0.2918893221885974,0.22634775129955387,0.40631668911404445
0.03,0.06531331745988518,0.22132903482834698,0.22053290695073766,0.19969172671379196,0.295529130804185,0.22739606401369641,0.3857838729107093
0.031,0.10525023832191907,0.30570440263408044,0.22043762657410093,0.20607780216571572,0.29914767639886425,0.22843789068968462,0.3959108157604583
0.032,0.13267491475438947,0.34169902073722935,0.2015192135519513,0.2124375184718814,0.30274469862195375,0.22947320161140367,0.3686888769828086
0.033,0.16471787535418117,0.3621669556741728,0.17704486782772924,0.21877006216918268,0.3063199386713566,0.23050196724858799,0.37911142486330035
0.034,0.21827477125264577,0.3416994908712969,0.15882575579837285,0.2250746232701266,0.3098731393121811,0.23152415825766384,0.36751223832813884
0.035,0.2546818457817746,0.32091816435732756,0.16824483727524878,0.23135039536643792,0.313404044895249,0.23253974548258619,0.4027918008947544
0.036,0.26630265018057103,0.27249527135645873,0.18818615747791936,0.23759657573220588,0.3169124013754882,0.23354869995567032,0.3887721688839442
0.037,0.2667095572787473,0.20915448872245274,0.2025053135280293,0.24381236542655987,0.32039795633021234,0.23455099289841808,0.3977073438078529
0.038,0.2562535688962049,0.16918299538103285,0.2110337811860418,0.24999696939586072,0.3238604589772811,0.23554659572233871,0.39176966688033615
0.039,0.23608803453021812,0.21898497890702168,0.24129962041223263,0.2561495965753951,0.3272996601931447,0.23653548002976438,0.39678738129740115
0.04,0.22504082795011002,0.29252884391070777,0.24591765089862086,0.26226945999055973,0.33071531253076747,0.23751761761466006,0.3872733158267081
0.041,0.14256872766390685,0.3559594915058832,0.24466990399503413,0.26835577685752204,0.33410717023743164,0.23849298046342798,0.3890369680329441
0.042,0.1391751552631805,0.42117082774346215,0.240161603049342,0.27440776868334515,0.3374749892724189,0.23946154075570703,0.39053558240060904
0.043,0.17169216832305512,0.40945401959810707,0.2359323021256835,0.28042466136556393,0.34081852732456913,0.2404232708651657,0.39666076688063323
0.044,0.21614704276974456,0.37271819709414,0.21891708540365853,0.2864056852911996,0.34413754382971434,0.24137814336029068,0.3971353828576589
0.045,0.29821599296822,0.3087864591360637,0.20191093842958815,0.29235007543519936,0.34743179998798657,0.24232613100516884,0.4258439382898915
0.046,0.3262572995801283,0.2276124186743486,0.2028675999990461,0.2982570714582905,0.35070105878100016,0.24326720676026434,0.41244261409724264
0.047,0.3677431349027276,0.24562165366904348,0.20280030680896005,0.30412591780423376,0.353945084988904,0.24420134378318967,0.3710749349439408
0.048,0.39878244013001907,0.29034257040940387,0.19791559495831082,0.3099558637964663,0.35716364520730626,0.24512851542947142,0.3908593852754086
0.049,0.3271250159274049,0.3185353733099918,0.19742907796876782,0.31574616373411873,0.36035650786406714,0.24604869525331038,0.3878624703042276
0.05,0.26143823496192226,0.3568515442773721,0.19905336960053266,0.32149607698739796,0.36352344323596003,0.24696185700833562,0.4082513141859621
0.051,0.22689359593054112,0.3620776231017585,0.20371856862637916,0.327204868092319,0.3666642234652005,0.24786797464835308,0.3892572594568223
0.052,0.21533979580299514,0.39887626614236865,0.22416810333677537,0.3328718068447784,0.3697786225758397,0.24876702232808878,0.398774146603197
0.053,0.2091118028709385,0.38559217699783516,0.2460801142223294,0.3384961683939525,0.37286641649002406,0.2496589744039259,0.3653143439613436
0.054,0.2382462940994046,0.3857846035568558,0.2645303683018999,0.3440772333350133,0.37592738304411616,0.250543805434636,0.375352235535008
0.055,0.291813696863231,0.3871272885383707,0.2834137799598206,0.3496142878011457,0.3789613020046805,0.2514214901821049,0.4187792833752435
0.056,0.3659178778312074,0.40458204387942265,0.28409930000432604,0.3551066235548577,0.38196795508432807,0.2522920036120525,0.3944309760771978
0.057,0.36363511333174037,0.3393818226825728,0.2540482690802656,0.3605535380785704,0.3849471259574226,0.2531553208947469,0.38200275911931103
0.058,0.41847070454061036,0.2854905121947298,0.22227214541108403,0.36595433466447547,0.38789860027564443,0.25401141740571237,0.3970549238985874
0.059,0.4358498890530651,0.2842034801186267,0.19818598935511664,0.3713083225036507,0.390822165683413,0.2548602687264321,0.38165991789740694
0.06,0.41614776207345866,0.3029581894751433,0.17595745520231834,0.37661481677442027,0.39371761183316567,0.2557018506450443,0.391052252494181
0.061,0.38272334741533665,0.3627375857168327,0.17250386206458315,0.3818731387299493,0.3965847304004917,0.2565361391570331,0.37717738705851844
0.062,0.3169949758367618,0.42688156169795777,0.18779129478337764,0.3870826157850616,0.39942331509912116,0.25736311046591315,0.38530017263414545
0.063,0.28141218264166673,0.47812096816338256,0.22920698565603811,0.3922425816022693,0.40223316169576695,0.2581827409839082,0.38992476938938725
0.064,0.284934133126873,0.4914094531994638,0.24604797223015085,0.39735237617700286,0.40501406802481943,0.25899500733262415,0.4085251412584854
0.065,0.29937092393645,0.42671117337402975,0.2657882407061003,0.402411345922032,0.4077658340028916,0.25979988634371565,0.40080119872187653
0.066,0.35861282713058695,0.37356083679977176,0.27463821742147465,0.4074188437510644,0.4104882616432153,0.2605973550595471,0.40305078943527145
0.067,0.41746857717819313,0.312819364573318,0.27464050253318595,0.4123742291615143,0.41318115506988584,0.2613873907338475,0.3952350167043387
0.068,0.46596463106866726,0.30558011975946936,0.2706666315381908,0.41727686831642813,0.4158443205319554,0.262169970832359,0.40557427027175674
0.069,0.5117650402565839,0.33030840000366546,0.24879125984182565,0.4221261341255579,0.4184775664173728,0.2629450730334798,0.38537357539514067
0.07,0.467174748663469,0.35433000608583304,0.2510377621756294,0.4269214063255712,0.42108070326677016,0.263712675228901,0.38721901770021144
0.071,0.43323636256866427,0.4264416038409542,0.2458915414705322,0.43166207155938857,0.42365354378709424,0.2644727555242368,0.40105822109849654
0.072,0.41873121782555783,0.4689540419077503,0.25201713716566576,0.43634752345463745,0.42619590286508174,0.2652252922396495,0.39297295546152144
0.073,0.3834934297529495,0.492900065808955,0.22598623570853935,0.4409771627012117,0.4287075975805783,0.26597026391046735,0.39631212647368386
0.074,0.3698580218142347,0.4728849456580901,0.2235362226554091,0.4455503971279292,0.43118844721969934,0.2667076492877971,0.3946641623541797
0.075,0.3593403996739503,0.4600430377710093,0.21813991033552144,0.45006664177827566,0.43363827328783205,0.26743742733913023,0.41183065613353104
0.076,0.4020237882465626,0.42124131813669335,0.20838361533788055,0.4545253189852255,0.4360568995224782,0.26815957724894235,0.41261130816671937
0.077,0.40859243647453897,0.40751766149365926,0.20018673424662678,0.45892585844513056,0.43844415190593594,0.2688740784192873,0.38958606192137296
0.078,0.4243299121835558,0.32388423178736275,0.22861895797938128,0.46326769729066675,0.4407998586778199,0.2695809104703849,0.3761369531284689
0.079,0.45858455942599374,0.32298118018338284,0.2646080561117522,0.46755028016282996,0.44312385034741975,0.2702800532412015,0.38887271280467456
0.08,0.5175696201389804,0.3762628933301429,0.30539004543036247,0.4717730592819713,0.4454159597058945,0.27097148679002575,0.3868024001735473
0.081,0.562504605755981,0.4289524678694092,0.30026914456560466,0.47593549451786243,0.4476760218383028,0.2716551913950371,0.40770210424360037
0.082,0.531160363938713,0.4971572242496259,0.2926651675541401,0.48003705345878334,0.44990387413546895,0.27233114755486815,0.40892225191333503
0.083,0.5142749716901883,0.5435086415296506,0.27381073272859935,0.48407721147962257,0.45209935630568215,0.27299933598916143,0.3856585057617915
0.084,0.45521135837808496,0.5310343462957196,0.24944515754740126,0.48805545180898097,0.4542623103862295,0.2736597376391187,0.38913240826179
0.085,0.42382737339853144,0.48794190660462766,0.24189805311289836,0.4919712655952713,0.45639258075476075,0.274312333668045,0.38059335727542776
0.086,0.3589322760272251,0.39703062357321056,0.18935127535714494,0.4958241519718052,0.45849001414048574,0.27495710546188584,0.4001090130265128
0.087,0.3544504988843531,0.3639190222475954,0.19705648909420617,0.4996136181208578,0.4605544596352021,0.2755940346297579,0.3981124094125867
0.088,0.4270234224302471,0.38604526523717697,0.2239453467376299,0.5033391793367038,0.4625857687041524,0.2762231030044739,0.40827575943574446
0.089,0.5114087912661521,0.4011448518099137,0.24913748018830667,0.5070003590876154,0.46458379519671167,0.27684429264306076,0.4049267194455443
0.09,0.578301320998516,0.4480154143539238,0.26210963121380665,0.510596689076815,0.4665483953569021,0.27745758582727104,0.40643838095930257
0.091,0.606879170522021,0.4459069976519404,0.27916089072818623,0.5141277093023743,0.46847942783373725,0.2780629650640888,0.3807666772484374
0.092,0.6092640867740687,0.49551181042201314,0.2815606672707401,0.5175929681160526,0.4703767536913906,0.27866041308622824,0.3919095006414603
0.093,0.5654249236733573,0.48948361511852345,0.2795580603738279,0.5209920222810663,0.4722402364191934,0.27924991285262624,0.4109668469396985
0.094,0.47450304459486303,0.4791379746239923,0.2759749793091926,0.5243244370287835,0.4740697419414551,0.2798314475489285,0.39327178682302644
0.095,0.44391393774919974,0.49063395732916915,0.2825081093527157,0.5275897861143337,0.47586513862711116,0.28040500058796936,0.38035848538443295
0.096,0.42489207930560047,0.5203372174934984,0.2789016635266052,0.530787651871129,0.47762629729919265,0.2809705556102443,0.4097396810538151
0.097,0.4756547158726014,0.4762079652657422,0.2641385484101849,0.5339176252642865,0.47935309124412145,0.2815280964843772,0.3932711108684379
0.098,0.48457760590312426,0.43553732779718385,0.2515997011006721,0.5369793059429488,0.48104539622082637,0.28207760730758025,0.4131043738535278
0.099,0.5288673532586021,0.3952024475125632,0.23571830577005884,0.5399723022914908,0.4827030904696825,0.2826190724061071,0.40028614672165785
0.1,0.5456544482740834,0.3743422622605768,0.22713100351674023,0.5428962314796117,0.4843260547212719,0.2831524763357008,0.397334837731236
0.101,0.5748182450259082,0.3929478132689522,0.221464521587098,0.5457507195113019,0.4859141722049642,0.2836778038820336,0.41717406355866254
0.102,0.5411320468344034,0.47392791092819136,0.2243649324799963,0.5485354012726805,0.487467328657319,0.28419504006114116,0.38533816131177634
0.103,0.570362037615977,0.5393004004857751,0.2505048191904515,0.551249920578697,0.4889854123303065,0.2847041701198499,0.41833489274264996
0.104,0.6188308271320279,0.6133605417986959,0.2736015088772852,0.5538939302186895,0.4904683139993478,0.285205179536198,0.3936061303679279
0.105,0.6128492594377901,0.5751473987604582,0.2895066195248548,0.5564670920007967,0.49191592697117337,0.28569805401984927,0.40338095815978037
0.106,0.5874260418318696,0.5261521891706099,0.2866726795218339,0.5589690767952155,0.4933281470914996,0.286182779512501,0.4036484334090975
0.107,0.5290503775850349,0.4380237633384866,0.3030028129998068,0.5613995645762992,0.4947048727525228,0.2866593421882848,0.3966151780281481
0.108,0.46168944971813314,0.38522718502177633,0.3041995583975491,0.5637582444634921,0.4960460049002293,0.2871277284541611,0.39274924200822603
0.109,0.44428158573380716,0.3918230309043747,0.285731953029969,0.5660448147610933,0.4973514470415229,0.28758792495030694,0.3976106598436276
0.11,0.4370656355172567,0.3889714707285234,0.27186898242135643,0.5682589829968466,0.4986211052511668,0.28803991855049654,0.3900276590840558
0.111,0.5291447289161139,0.4871059514431117,0.26473856246406585,0.5704004659593499,0.49985488817854207,0.28848369636247634,0.42589977745212393
