time,roll_setpoint,gyro_roll,pitch_setpoint,gyro_pitch,yaw_setpoint,gyro_yaw
0.0,3.221088436188455,1.4375488815031896,3.543197279807301,1.8269545343666278,2.2547619053319186,3.4998349445780166
0.001,3.299582398918418,3.6159473671875206,3.62954063881026,3.9322572832370017,2.3097076792428926,4.523847710384641
0.002,3.3777459409858164,5.354543621877157,3.7155205350843983,6.218617690822599,2.364422158690071,5.696535760904113
0.003,3.455574210797501,7.016677340321356,3.8011316318772517,8.205216635382971,2.4189019475582505,6.612654611104678
0.004,3.533062390490227,8.516322400484032,3.88636862953925,9.370458207002436,2.473143673343159,7.927406316254151
0.005,3.6102056963405573,9.685706704494814,3.9712262659746136,10.462919747530227,2.52714398743839,8.467912084572598
0.006,3.686999379171322,10.77841800806582,4.055699317088455,11.580259665030734,2.580899565419925,8.752637033819681
0.007,3.763438724754603,11.245692124162073,4.139782597230063,12.268296242151331,2.634407107328222,8.674398340125352
0.008,3.839519054211185,11.074737279229783,4.223470959632304,12.545633318027809,2.6876633379478294,8.675208930233445
0.009,3.9152357244064526,10.822870024525917,4.3067592968470985,12.736356321649232,2.740665007084517,8.659819401097373
0.01,3.9905841283426917,10.676763719632678,4.389642541176961,12.178972193718284,2.793408889839884,8.603873249773104
0.011,4.0655596955477415,10.190818364071484,4.472115665102516,11.599177637902912,2.845891786883419,8.083025949119373
0.012,4.140157892459986,9.404113596396689,4.5541736817059855,11.080910604159568,2.8981105247219903,7.774527929355691
0.013,4.214374222809629,9.143845021176713,4.635811645090592,10.14727240838454,2.95006195596674,7.190075148964783
0.014,4.28820422799622,8.525008536535934,4.7170246507958415,9.344083240345423,3.0017429595973537,6.493968181873234
0.015,4.3616434874624,8.125531654758367,4.797807836208641,8.668684733891347,3.05315044122368,5.872761779908309
0.016,4.4346876190638245,7.722472572145482,4.878156380970207,8.019687478425244,3.104281333344677,5.424861761255386
0.017,4.507332279435237,7.192011856849885,4.958065507378761,7.149931430398229,3.1551325956046656,4.789082966701038
0.018,4.5795731643526425,6.477201277575846,5.0375304807879075,6.263039463989508,3.2057012150468496,4.031373840845487
0.019,4.651406009091567,6.27235701752762,5.116546610000724,5.792432136320271,3.2559842063640967,3.5542157506171113
0.02,4.722826588781357,6.046694854042691,5.195109247659493,5.566632483273689,3.30597861214695,3.120666050268528
0.021,4.793830718755473,5.276646324121318,5.27321379063102,5.237810007173703,3.3556815031288307,2.646744514568828
0.022,4.864414254897774,5.018601163604704,5.350855680387552,5.216057950622071,3.4050899784284416,2.3858806751080763
0.023,4.934573093984735,4.7900675345961385,5.428030403383209,4.834592326366604,3.454201165789314,1.6740521347722088
0.024,5.004303174023567,4.4148196380436096,5.504733491425925,4.069618099209951,3.5030122218164967,1.6635485526391118
