time,roll_setpoint,roll_gyro,pitch_setpoint,pitch_gyro,yaw_setpoint,yaw_gyro
0.0,3.221088436188455,1.5653440987771792,3.543197279807301,-3.9829211011623036,2.2547619053319186,0.9215417763313555
0.001,3.299582398918418,5.642818198369303,3.62954063881026,1.2858206238461323,2.3097076792428926,3.9283818153311296
0.002,3.3777459409858164,9.317515684673507,3.7155205350843983,5.55540294128992,2.364422158690071,6.349176494689786
0.003,3.455574210797501,11.094923267828504,3.8011316318772517,8.062917354017491,2.4189019475582505,7.988757375822065
0.004,3.533062390490227,11.17692304195567,3.88636862953925,8.682795791414515,2.473143673343159,8.205067078324168
0.005,3.6102056963405573,9.823709750881587,3.9712262659746136,8.054307395425718,2.52714398743839,7.437356469577029
0.006,3.686999379171322,8.098577024245966,4.055699317088455,6.153967994421409,2.580899565419925,5.970132819334773
0.007,3.763438724754603,5.697547598766201,4.139782597230063,4.115436392302545,2.634407107328222,4.698294452902767
0.008,3.839519054211185,3.59031488749131,4.223470959632304,1.9168392313914562,2.6876633379478294,3.3867027298386336
0.009,3.9152357244064526,2.2036134215614807,4.3067592968470985,0.26041318327947116,2.740665007084517,2.0909785954270124
0.01,3.9905841283426917,1.1277499181070378,4.389642541176961,-0.5350467330390297,2.793408889839884,1.068358718285829
0.011,4.0655596955477415,0.005814217280030065,4.472115665102516,-1.5567621063259829,2.845891786883419,0.39338484486009817
0.012,4.140157892459986,-0.5934895013860713,4.5541736817059855,-2.7372361824435645,2.8981105247219903,-0.28252991107562336
0.013,4.214374222809629,-1.9304525067379854,4.635811645090592,-4.141096109291083,2.95006195596674,-1.1552722499687793
0.014,4.28820422799622,-3.577305451367385,4.7170246507958415,-5.683816265845575,3.0017429595973537,-2.5342871161948066
0.015,4.3616434874624,-5.026260924637557,4.797807836208641,-6.525479995477523,3.05315044122368,-3.5492571347508224
0.016,4.4346876190638245,-6.280742118308956,4.878156380970207,-7.526818957926054,3.104281333344677,-4.0979705870981755
0.017,4.507332279435237,-6.448672848503563,4.958065507378761,-7.892219367482758,3.1551325956046656,-4.191924616055821
0.018,4.5795731643526425,-5.7425009660472295,5.0375304807879075,-6.900825043681797,3.2057012150468496,-3.6258364052219223
0.019,4.651406009091567,-3.3859711607898717,5.116546610000724,-4.141661773311178,3.2559842063640967,-1.8685936360879019
0.02,4.722826588781357,0.4191307091261889,5.195109247659493,-0.6444327819974673,3.30597861214695,0.6597160644467737
0.021,4.793830718755473,4.56583305246793,5.27321379063102,3.448249526081899,3.3556815031288307,3.7319209985185777
0.022,4.864414254897774,8.360712423856489,5.350855680387552,7.778559791794599,3.4050899784284416,6.276089429686552
0.023,4.934573093984735,10.907280341529361,5.428030403383209,11.157870745391902,3.454201165789314,8.075750688146526
0.024,5.004303174023567,12.164956983908262,5.504733491425925,12.838857665486435,3.5030122218164967,8.899714952550461
0.025,5.073600474586228,11.589900443226812,5.580960522044851,12.511864449726126,3.5515203322103592,8.699865028992194
0.026,5.142461017139256,10.026302255973505,5.656707118853182,10.76165289027886,3.599722711997479,7.169210157563028
0.027,5.210880865369442,7.144277513016317,5.731968951906387,7.680875883321038,3.6476166057586092,5.20363696922916
0.028,5.278856125505255,3.9879907205634533,5.8067417380557815,4.316353040229769,3.6951992878536783,3.0894434713698757
0.029,5.346382946634043,1.3485502933802282,5.881021241297448,1.456579212126755,3.7424680626438303,1.4285424589778968
0.03,5.413457521014937,-0.6423857366835688,5.954803273116432,-0.4938131383117157,3.7894202647104556,0.020641469457741923
0.031,5.480076084387463,-1.5986403259004671,6.028083692826209,-0.7628327967835746,3.8360532590712237,-0.7493203435634346
0.032,5.546234916275796,-1.641430006121798,6.100858407903376,-1.3534567996068576,3.8823644413930567,-0.9980480140252506
0.033,5.611930340288663,-1.8329566831883328,6.17312337431753,-1.5715102254214104,3.928351238202064,-1.2343204963762329
0.034,5.6771587244148485,-2.270350857825523,6.2448745968563335,-1.511884300787429,3.974011107090394,-1.5277057861353218
0.035,5.741916481314269,-2.722088297869805,6.316108129445697,-1.9506212218504455,4.019341536919988,-1.565794678117855
0.036,5.806200068604601,-3.44835650763927,6.386820075465061,-2.943813806260299,4.064340048023221,-1.852174391222544
0.037,5.8700059891434355,-3.02209608167371,6.457006588057779,-2.8138424229988503,4.109004192400405,-1.842073178309532
0.038,5.933330791305923,-2.1306285932151505,6.526663870436516,-2.209162514703249,4.153331553914145,-1.3958264938260863
0.039,5.996171069257885,-0.2952728481755704,6.5957881761836745,-1.1024188204431074,4.19731974848052,-0.31163152995318155
0.04,6.058523463224383,2.598569760824254,6.664375809546822,1.90372787920849,4.240966424257068,1.534580715195308
0.041,6.120384659753688,6.221513842271371,6.732423125729057,5.862356781648719,4.284269261827581,4.043208323356156
0.042,6.181751391976656,10.204945950828824,6.7999265311743216,10.269410770439908,4.3272259743836585,6.780024009341459
0.043,6.242620439861469,13.770524580210942,6.866882483847616,14.327888411602633,4.3698343079030275,9.24093911005648
0.044,6.302988630463721,16.72101299591642,6.933287493510094,17.291457409668062,4.4120920413246045,10.904151157155212
0.045,6.3628528381718334,17.47046034887359,6.999138121989017,18.54707053143772,4.453996986720283,11.644996088143339
0.046,6.422209984947755,16.390687666358016,7.064430983442531,17.837265754693092,4.495546989463429,10.892084539536127
0.047,6.481057040562951,13.938995676883682,7.129162744619247,15.5352670897833,4.5367399283940655,9.443691082749817
0.048,6.5393910228296495,10.739348379106424,7.193330125112615,11.837662342463664,4.577573715980754,7.268472668980691
0.049,6.597208997827305,6.592942255460665,7.2569298976100365,7.580618925722574,4.618046298479113,4.972625227523998
0.05,6.654508080124296,3.816588156131817,7.319958888136727,3.856626200721413,4.658155656087007,2.971689120374884
0.051,6.711285432994797,1.3718917599705218,7.382413976294277,1.9312741136963023,4.697899803096357,1.6446721696276172
0.052,6.76753826863083,0.7836583325978541,7.444292095493913,0.9049342100858144,4.73727678804158,0.8991734965471689
0.053,6.82326384834947,0.29975768862643726,7.505590233184417,1.0770715192316374,4.776284693844628,0.6487033258432482
0.054,6.878459482795181,0.4189784165345145,7.566305431074699,1.412184464371279,4.814921637956626,0.7384423470057375
