time,roll_setpoint,gyro_roll,pitch_setpoint,gyro_pitch,yaw_setpoint,gyro_yaw
0.0,3.221088436188455,6.2679790870788175,3.543197279807301,7.850629698621383,2.2547619053319186,0.6784345924437121
0.001,3.299582398918418,10.959545057048633,3.62954063881026,12.552894457508916,2.3097076792428926,4.223665999303493
0.002,3.3777459409858164,12.944611887830597,3.7155205350843983,14.434436445181642,2.364422158690071,6.095190710737281
0.003,3.455574210797501,12.328971804062919,3.8011316318772517,13.852462417374468,2.4189019475582505,6.154774265903093
0.004,3.533062390490227,9.729194586065953,3.88636862953925,11.198221628994467,2.473143673343159,4.643996006907167
0.005,3.6102056963405573,7.08993121394375,3.9712262659746136,7.808571312820501,2.52714398743839,2.796915830516424
0.006,3.686999379171322,4.877192755858914,4.055699317088455,5.279576532808902,2.580899565419925,1.4133286992385776
0.007,3.763438724754603,3.039836994448181,4.139782597230063,3.6773549414198543,2.634407107328222,0.551891592461845
0.008,3.839519054211185,0.9482546428794478,4.223470959632304,1.340803677931442,2.6876633379478294,-0.5259677802854497
0.009,3.9152357244064526,-1.795930824586558,4.3067592968470985,-1.9585670946939728,2.740665007084517,-2.1330458015778575
0.01,3.9905841283426917,-5.047461904355696,4.389642541176961,-5.436885193439622,2.793408889839884,-4.4125562080575005
0.011,4.0655596955477415,-7.828700100233183,4.472115665102516,-8.64103344560776,2.845891786883419,-6.35914423152724
0.012,4.140157892459986,-8.95194769879307,4.5541736817059855,-9.45102339100795,2.8981105247219903,-7.105865317220218
0.013,4.214374222809629,-7.12157877727454,4.635811645090592,-7.424696079412307,2.95006195596674,-5.450327533641445
0.014,4.28820422799622,-2.4751443430130418,4.7170246507958415,-2.646558086974826,3.0017429595973537,-1.987699545315131
0.015,4.3616434874624,3.4260704188447586,4.797807836208641,3.8022560597217416,3.05315044122368,1.9757739982748173
0.016,4.4346876190638245,8.120044151210625,4.878156380970207,9.38048589060399,3.104281333344677,4.951757096099507
0.017,4.507332279435237,10.101952378616849,4.958065507378761,11.868874231828542,3.1551325956046656,6.274448773700075
0.018,4.5795731643526425,9.066772062611433,5.0375304807879075,10.375849220425938,3.2057012150468496,5.14816848259682
0.019,4.651406009091567,5.795711310220618,5.116546610000724,7.309429404253698,3.2559842063640967,2.694256369011897
0.02,4.722826588781357,2.9327375909518274,5.195109247659493,3.902264766372581,3.30597861214695,0.5105132081021575
0.021,4.793830718755473,1.0371834223798122,5.27321379063102,1.8215589805156778,3.3556815031288307,-1.055776430723587
0.022,4.864414254897774,0.09253258491598526,5.350855680387552,1.1081113002327667,3.4050899784284416,-1.558982810425454
0.023,4.934573093984735,-0.553566893247111,5.428030403383209,0.18592650626554175,3.454201165789314,-2.1875886766014943
0.024,5.004303174023567,-1.795941563943221,5.504733491425925,-0.6498629745735318,3.5030122218164967,-2.7425384259629224
0.025,5.073600474586228,-3.569091326928794,5.580960522044851,-2.3118770571244758,3.5515203322103592,-3.6017168782766094
0.026,5.142461017139256,-4.424817453466565,5.656707118853182,-3.871526402474935,3.599722711997479,-4.188048453675245
0.027,5.210880865369442,-3.735293429332928,5.731968951906387,-2.741656963696154,3.6476166057586092,-3.391401846604936
0.028,5.278856125505255,-0.28682231705596584,5.8067417380557815,0.7401430809619289,3.6951992878536783,-1.1279722655969842
0.029,5.346382946634043,5.111814148544019,5.881021241297448,6.41396703533625,3.7424680626438303,2.4913846348213484
0.03,5.413457521014937,11.048250732540708,5.954803273116432,12.718673073498227,3.7894202647104556,6.594003958820392
0.031,5.480076084387463,14.992966368388021,6.028083692826209,16.90255082608759,3.8360532590712237,9.364073936665886
0.032,5.546234916275796,15.701914317572491,6.100858407903376,17.548115006088203,3.8823644413930567,9.52598182657926
0.033,5.611930340288663,13.603874309134552,6.17312337431753,15.06168457286618,3.928351238202064,7.884044568017666
0.034,5.6771587244148485,9.11095485091229,6.2448745968563335,10.337419750536398,3.974011107090394,5.073953018135586
0.035,5.741916481314269,4.519605711518269,6.316108129445697,5.226409095378012,4.019341536919988,2.069606674499234
0.036,5.806200068604601,1.3902965977723096,6.386820075465061,2.410598046128787,4.064340048023221,-0.03921775388888249
0.037,5.8700059891434355,0.309467460783599,6.457006588057779,0.8848138597665383,4.109004192400405,-0.9020093957301143
0.038,5.933330791305923,-0.7174286478049341,6.526663870436516,0.09836406442180312,4.153331553914145,-1.371064670858864
0.039,5.996171069257885,-1.458520256822493,6.5957881761836745,-0.8286119859529384,4.19731974848052,-1.8710564217551147
0.04,6.058523463224383,-2.538738517264517,6.664375809546822,-1.6488919249902532,4.240966424257068,-2.408135895193897
0.041,6.120384659753688,-3.0622772691977023,6.732423125729057,-2.3864487069155293,4.284269261827581,-2.997147418670352
0.042,6.181751391976656,-2.0919598766509653,6.7999265311743216,-1.3906537132870636,4.3272259743836585,-2.3078341642642197
0.043,6.242620439861469,0.8609790145869267,6.866882483847616,2.02744657359059,4.3698343079030275,-0.3178556386810487
0.044,6.302988630463721,5.6269857735613,6.933287493510094,7.12062102142923,4.4120920413246045,3.2197864270209973
0.045,6.3628528381718334,10.79714942494492,6.999138121989017,12.545440509030854,4.453996986720283,6.557284771051966
0.046,6.422209984947755,13.749409589582873,7.064430983442531,15.980190066677391,4.495546989463429,8.720567880585184
0.047,6.481057040562951,13.66116401664189,7.129162744619247,15.73143214168368,4.5367399283940655,8.66484879813994
0.048,6.5393910228296495,10.778936718788247,7.193330125112615,12.10908537144034,4.577573715980754,6.702861427322544
0.049,6.597208997827305,6.012265337011384,7.2569298976100365,6.694389672413136,4.618046298479113,3.468361138947387
0.05,6.654508080124296,1.9787891063759449,7.319958888136727,2.3090159267741965,4.658155656087007,0.6298588953909192
0.051,6.711285432994797,-0.4399420414630768,7.382413976294277,-0.4919361387270378,4.697899803096357,-1.1928857753384716
0.052,6.76753826863083,-0.721277206674074,7.444292095493913,-0.9578255777470384,4.73727678804158,-1.4603819786148922
0.053,6.82326384834947,0.30345062901458775,7.505590233184417,0.31504717845502483,4.776284693844628,-0.8050018379715036
0.054,6.878459482795181,1.3690633676648059,7.566305431074699,1.6575280145796691,4.814921637956626,0.01637700210329518
0.055,6.933122532137267,1.4226829771784844,7.626434785350994,2.0699700252900044,4.8531857724960865,0.2846650154233341
0.056,6.987250406262419,2.1837142573338952,7.685975446888661,2.844917662483113,4.891075284383692,0.6795477423190364
0.057,7.0408405649623464,4.057115011751927,7.744924621458582,4.770500238189233,4.928588395473642,1.8964810608834484
0.058,7.093890518116458,7.678395691324313,7.803279569928105,8.374117191719225,4.96572336268152,4.283485278480323
0.059,7.1463978258696095,11.895387872382365,7.861037608456571,13.412843861428442,5.002478478108726,7.271303986941882
0.06,7.198360098804855,16.202131797151928,7.918196108685342,17.902281488371806,5.038852069163398,10.246021761567865
