time,roll_setpoint,roll_gyro,pitch_setpoint,pitch_gyro,yaw_setpoint,yaw_gyro
0.0,3.221088436188455,2.6074335127909443,3.543197279807301,0.08543058955742908,2.2547619053319186,3.6642941389837316
0.001,3.299582398918418,2.708694274497161,3.62954063881026,0.2989862643811521,2.3097076792428926,3.278325301890993
0.002,3.3777459409858164,2.187516254008848,3.7155205350843983,0.9381596199892215,2.364422158690071,2.885460592610606
0.003,3.455574210797501,2.1252840329765896,3.8011316318772517,0.9850033670275349,2.4189019475582505,2.4381462202433717
0.004,3.533062390490227,1.986670202518855,3.88636862953925,0.9788490489546813,2.473143673343159,2.158582211399635
0.005,3.6102056963405573,1.7005920031940778,3.9712262659746136,0.9786386717516691,2.52714398743839,1.9044939220995314
0.006,3.686999379171322,1.9289989334659796,4.055699317088455,0.6854736775302754,2.580899565419925,1.6794989049662505
0.007,3.763438724754603,1.645195576089399,4.139782597230063,0.7390818643689183,2.634407107328222,1.5647370055842507
0.008,3.839519054211185,1.2929533492560925,4.223470959632304,0.6299633699169173,2.6876633379478294,1.2828119380799325
0.009,3.9152357244064526,1.2190091465198496,4.3067592968470985,0.6289470815832707,2.740665007084517,0.9789189177861171
0.01,3.9905841283426917,0.9397936219211513,4.389642541176961,0.4792759666966644,2.793408889839884,0.8000272810015537
0.011,4.0655596955477415,1.1452855556368902,4.472115665102516,0.6725028184253822,2.845891786883419,0.5650569781117559
0.012,4.140157892459986,0.5997415192308719,4.5541736817059855,0.48858353293476475,2.8981105247219903,0.6407044448100706
0.013,4.214374222809629,0.47072222850671136,4.635811645090592,0.24614931815352512,2.95006195596674,0.5864165086385469
0.014,4.28820422799622,0.004932063738323278,4.7170246507958415,-0.018275374694204233,3.0017429595973537,0.4316990526060229
0.015,4.3616434874624,0.5409708014802768,4.797807836208641,0.48803516429291394,3.05315044122368,0.8889002565166086
0.016,4.4346876190638245,1.1562545168016973,4.878156380970207,0.7119555450912687,3.104281333344677,1.018760441063685
0.017,4.507332279435237,1.5803066194674122,4.958065507378761,1.2714927802365195,3.1551325956046656,1.2974591238093964
0.018,4.5795731643526425,2.079183620169619,5.0375304807879075,1.5750132686639713,3.2057012150468496,1.8163005496972129
0.019,4.651406009091567,2.043656231578437,5.116546610000724,1.9945323910729464,3.2559842063640967,1.9307306467166225
0.02,4.722826588781357,2.2850065026945483,5.195109247659493,2.268710438807154,3.30597861214695,2.190811154322417
0.021,4.793830718755473,2.4765016141240213,5.27321379063102,2.7748519228005204,3.3556815031288307,2.155624580384639
0.022,4.864414254897774,2.609148605608082,5.350855680387552,2.9564991481918916,3.4050899784284416,2.2408662141258056
0.023,4.934573093984735,2.5986811775824292,5.428030403383209,2.955987788075205,3.454201165789314,2.3534228152295817
0.024,5.004303174023567,2.8841675374314906,5.504733491425925,3.0581720394899428,3.5030122218164967,2.4374484914642083
0.025,5.073600474586228,2.7438577227176437,5.580960522044851,3.399033069323885,3.5515203322103592,2.344961419399676
0.026,5.142461017139256,2.899430514523337,5.656707118853182,3.2666277909079584,3.599722711997479,2.3102558650648377
0.027,5.210880865369442,3.074759494466732,5.731968951906387,3.5578728707801153,3.6476166057586092,2.234491652002827
0.028,5.278856125505255,3.129891326511984,5.8067417380557815,3.7907133485364364,3.6951992878536783,2.3784319462280745
0.029,5.346382946634043,2.980107577518537,5.881021241297448,3.867538988715242,3.7424680626438303,2.3413035105651816
0.03,5.413457521014937,3.194906910302817,5.954803273116432,3.8305244212070915,3.7894202647104556,2.3768088512335805
0.031,5.480076084387463,3.4224871893323523,6.028083692826209,3.9725998436149044,3.8360532590712237,2.284037135739733
0.032,5.546234916275796,3.4442666647356712,6.100858407903376,4.285196346597776,3.8823644413930567,2.294754857499642
0.033,5.611930340288663,3.58175008320572,6.17312337431753,4.198973744540504,3.928351238202064,2.5889024932632285
0.034,5.6771587244148485,3.5217804265501704,6.2448745968563335,4.425384217087024,3.974011107090394,2.589034360680278
0.035,5.741916481314269,3.9442945817180566,6.316108129445697,4.735600832386577,4.019341536919988,2.42321701232353
0.036,5.806200068604601,4.482616688345693,6.386820075465061,4.8811794317478805,4.064340048023221,2.677195865686688
0.037,5.8700059891434355,4.597308320096331,6.457006588057779,5.0024430230348305,4.109004192400405,2.870729817036243
0.038,5.933330791305923,4.77995958697021,6.526663870436516,5.244698424980551,4.153331553914145,3.0571459594018333
0.039,5.996171069257885,5.138784248467706,6.5957881761836745,5.267741786963612,4.19731974848052,3.1848148558016556
0.04,6.058523463224383,5.202019474003665,6.664375809546822,5.15277904250208,4.240966424257068,3.3352997857126874
0.041,6.120384659753688,5.475836321925453,6.732423125729057,5.52951578986633,4.284269261827581,3.185401187633476
0.042,6.181751391976656,5.199115318133297,6.7999265311743216,5.84666118848106,4.3272259743836585,3.2140798199361655
0.043,6.242620439861469,4.677596642269683,6.866882483847616,5.838973447922693,4.3698343079030275,3.273255933846182
0.044,6.302988630463721,4.885700008192364,6.933287493510094,5.864561097159778,4.4120920413246045,3.5203202896435903
0.045,6.3628528381718334,5.1332230296257695,6.999138121989017,6.262172956000098,4.453996986720283,3.3378486780920493
0.046,6.422209984947755,5.067785798372767,7.064430983442531,5.952732236066975,4.495546989463429,3.182254168901809
0.047,6.481057040562951,4.940295372718669,7.129162744619247,5.931292978352045,4.5367399283940655,3.279696648848926
0.048,6.5393910228296495,5.032350600316709,7.193330125112615,5.83491323842518,4.577573715980754,3.339009268332507
0.049,6.597208997827305,5.002966426165069,7.2569298976100365,5.95272060194477,4.618046298479113,3.5662568055517485
0.05,6.654508080124296,5.366829800268787,7.319958888136727,5.889419864129903,4.658155656087007,3.559034904300926
0.051,6.711285432994797,5.034847976685562,7.382413976294277,6.276220224736321,4.697899803096357,3.4941536148252443
0.052,6.76753826863083,5.065729475035378,7.444292095493913,6.222750769935107,4.73727678804158,3.6315688705780227
0.053,6.82326384834947,5.119399466614896,7.505590233184417,6.100590307639591,4.776284693844628,3.6019179693709886
0.054,6.878459482795181,5.027810730829406,7.566305431074699,5.942204579049763,4.814921637956626,3.564613432492308
0.055,6.933122532137267,5.219344080935584,7.626434785350994,6.018425059328976,4.8531857724960865,3.5460061278736945
0.056,6.987250406262419,5.275262659446982,7.685975446888661,5.73568547403109,4.891075284383692,3.809477567989563
0.057,7.0408405649623464,5.645006392710009,7.744924621458582,5.961739443690032,4.928588395473642,3.9438234975391064
0.058,7.093890518116458,6.094896886482257,7.803279569928105,6.378341383832235,4.96572336268152,3.9131875228290456
0.059,7.1463978258696095,5.510563538197873,7.861037608456571,6.160959917910836,5.002478478108726,4.158253809594261
0.06,7.198360098804855,5.713562923659185,7.918196108685342,6.294955575966249,5.038852069163398,4.236703477446403
0.061,7.249774998111233,5.602238821183379,7.974752497922357,6.30414092139397,5.074842498677863,4.160015607466607
0.062,7.30064023574654,6.0340857375813215,8.030704259321194,6.20829549118439,5.110448165022578,4.205203294128622
0.063,7.350953574595092,6.126012328404861,8.086048932054602,6.0528104065312185,5.145667502216564,4.36159111825023
0.064,7.400712828620459,5.936167601930448,8.140784111482505,6.243862537797291,5.180498980034321,4.250364997354929
0.065,7.449915863013141,5.852309957633387,8.194907449314455,6.245270219708286,5.214941104109198,4.3172826588490505
0.066,7.498560594333212,5.697070478234311,8.248416653766535,6.089784624523077,5.248992416033248,4.166398906817195
0.067,7.546644990647877,5.869246855004274,8.301309489712665,6.407736811662073,5.282651493453514,4.400485994072172
0.068,7.594167071663945,5.622881470214357,8.35358377883034,6.506521800701141,5.315916950164761,4.357681973270053
0.069,7.641124908855225,5.655426108737677,8.405237399740749,6.736572260255891,5.348787436198657,4.4470852423747225
0.07,7.687516625584808,5.421969438329752,8.45626828814329,7.180675381242018,5.381261637909366,4.501380586917018
0.071,7.733340397222232,5.738646049800627,8.506674436944456,7.311276335253447,5.413338278055562,4.722549194943798
0.072,7.77859445125553,5.799826613963127,8.556453896381084,7.333496558690093,5.445016115878871,4.686119883742912
0.073,7.8232770673981396,5.992636186472264,8.605604774137953,7.27062099240189,5.476293947178697,4.698106964853042
0.074,7.867386577690672,6.074699455467977,8.65412523545974,7.432860340189105,5.50717060438347,4.840774678177734
0.075,7.910921366597526,5.826122507168448,8.702013503257279,7.653197032393876,5.5376449566182675,5.149929929017051
0.076,7.953879871098349,5.854013187177409,8.749267858208185,7.951355240405942,5.567715909768844,5.256923033587638
0.077,7.996260580774324,5.993875902117051,8.795886638851757,7.543424009134712,5.597382406542026,5.301787437823489
0.078,8.038062037889294,5.957534597014555,8.841868241678224,7.695798567102643,5.626643426522505,5.298491772293874
0.079,8.07928283746568,5.800104083013728,8.887211121212248,7.847403749647997,5.655497986225976,5.042679081735416
0.08,8.119921627355257,6.390152940683109,8.931913790090784,8.342472110180374,5.68394513914868,4.926846647379879
0.081,8.159977108304703,6.232492605065275,8.975974819135175,8.415349241624517,5.711983975813292,4.933366324019879
