time,gyro_x,gyro_y,gyro_z,setpoint_roll,setpoint_pitch,setpoint_yaw,throttle
0.0,0.02612109895999226,0.18109990513001045,0.1850671831591811,0.0,0.1783068598768347,0.1932653061713073,0.38867105042254785
0.001,0.022557838493732933,0.17595477658054412,0.18444752426897523,0.006785695469794662,0.18244377717738547,0.19448798360832317,0.37269308517905547
0.002,8.808017356109685e-05,0.18387325475262906,0.18562750315434767,0.013570522990037852,0.18656756783340503,0.1957051136472884,0.39433672074197984
0.003,0.013369090224081795,0.17054194685308216,0.18532274701694323,0.020353614722196406,0.19067793514234255,0.19691666157189464,0.39677645778721665
0.004,-0.0008850758338730825,0.16219244667482657,0.1829678706463747,0.027134103049759564,0.19477458336744344,0.19812259282505268,0.3622355964947201
0.005,-0.01114973350748023,0.1658764055691463,0.17944736880748047,0.033911120689214716,0.19885721775902732,0.1993228730098782,0.3701801649240737
0.006,-0.007760583309970354,0.15751000884957117,0.17303709441766513,0.040683800800980455,0.20292554457569478,0.2005174678906727,0.3874986666821035
0.007,0.025464305966008398,0.1961692940115296,0.18947832251736638,0.047451277100282956,0.20697927110546196,0.20170634339390028,0.38232789607349615
0.008,0.0327115226317161,0.19716418819583786,0.18179750966613764,0.05421268396796135,0.21101810568682092,0.20288946560915913,0.38607938103898987
0.009,0.04453824327117059,0.19113572735058068,0.17681452285933266,0.060967156561187896,0.21504175772972411,0.2040668007901491,0.37620261786555176
0.01,0.04540135744710144,0.18435125692734383,0.18074107524383332,0.067713830924089,0.2190499377364923,0.20523831535563422,0.3971500329922465
0.011,0.037604115144986676,0.1625495623353289,0.1626243538763772,0.07445184409825262,0.22304235732264358,0.2064039758904003,0.3960888349566771
0.012,0.033852492438929474,0.17279994329933102,0.16792199385644208,0.08118033423310818,0.22701872923764224,0.20756374914620826,0.38770573659021734
0.013,0.03002187163346364,0.17540789001911794,0.16259480477780255,0.08789844069616477,0.23097876738556622,0.20871760204274242,0.4005982611515258
0.014,0.0423765597146433,0.18478733334840441,0.1767367404649541,0.09460530418309357,0.2349221868456914,0.20986550166855403,0.392839439094014
0.015,0.06276591535747622,0.2047542521000512,0.19919930385105378,0.10130006682764033,0.23884870389299154,0.2110074152819999,0.3770757395323252
0.016,0.10792651883904164,0.2343694427745265,0.20171982981343053,0.10798187231135387,0.24275803601855162,0.21214331031217656,0.3919701422869262
0.017,0.1054351638424203,0.22635697149214723,0.1993344675452283,0.11464986597311683,0.24664990194989436,0.2132731543598491,0.37619638706032277
