time,roll_setpoint,gyro_roll,pitch_setpoint,gyro_pitch,yaw_setpoint,gyro_yaw
0.0,3.221088436188455,0.6094341595088627,3.543197279807301,0.3878094786020093,2.2547619053319186,-2.3214809080387093
0.001,3.299582398918418,0.3404939223098773,3.62954063881026,0.5468356972216131,2.3097076792428926,-1.964563838278373
0.002,3.3777459409858164,0.456534769240181,3.7155205350843983,0.1682525920160407,2.364422158690071,-1.7762319353486633
0.003,3.455574210797501,0.5989942355944057,3.8011316318772517,0.0886617370891757,2.4189019475582505,-1.6825960183985336
0.004,3.533062390490227,0.14888777430419775,3.88636862953925,0.2622092883636645,2.473143673343159,-1.549450868205135
0.005,3.6102056963405573,-0.12643690449868566,3.9712262659746136,0.25042039216266876,2.52714398743839,-1.2493578711988809
0.006,3.686999379171322,-0.08822513341536002,4.055699317088455,0.5481917916034476,2.580899565419925,-1.0220484116534825
0.007,3.763438724754603,-0.14265113854254047,4.139782597230063,0.14666947364198074,2.634407107328222,-0.9377528546089043
0.008,3.839519054211185,-0.13174625618914418,4.223470959632304,-0.23979786267036668,2.6876633379478294,-1.0034526141177131
0.009,3.9152357244064526,-0.28918041608494577,4.3067592968470985,-0.04648704274633206,2.740665007084517,-1.0527035962735714
0.01,3.9905841283426917,-0.08438277950388545,4.389642541176961,0.14863924881351162,2.793408889839884,-0.8420090142567616
0.011,4.0655596955477415,0.07961388553229276,4.472115665102516,0.09126032242915712,2.845891786883419,-0.9366920524227005
0.012,4.140157892459986,0.08485863649130669,4.5541736817059855,0.17022105819630076,2.8981105247219903,-0.8595644755346337
0.013,4.214374222809629,0.3018210142357826,4.635811645090592,0.31714448745558016,2.95006195596674,-0.39825793014798394
0.014,4.28820422799622,0.3651407812626135,4.7170246507958415,0.10638013342263791,3.0017429595973537,-0.29409361976137216
0.015,4.3616434874624,0.6157733127165593,4.797807836208641,0.4451410899420687,3.05315044122368,-0.16076936922593432
0.016,4.4346876190638245,1.0751863749994348,4.878156380970207,0.9343310007833968,3.104281333344677,-0.2932373703646269
0.017,4.507332279435237,1.2142027724902102,4.958065507378761,1.521940182553846,3.1551325956046656,-0.4357358651923064
0.018,4.5795731643526425,1.7002607854928977,5.0375304807879075,1.5882026934889844,3.2057012150468496,-0.28074719348774857
0.019,4.651406009091567,1.9475535183481512,5.116546610000724,1.8558683380763545,3.2559842063640967,-0.2922017525842538
0.02,4.722826588781357,2.140373148513966,5.195109247659493,2.083551645474393,3.30597861214695,-0.09867456990691409
0.021,4.793830718755473,2.213403792261248,5.27321379063102,2.4327267382637756,3.3556815031288307,-0.06876845964879007
0.022,4.864414254897774,2.659769816026285,5.350855680387552,2.653058371817446,3.4050899784284416,0.43599917629310714
0.023,4.934573093984735,2.7870758017531148,5.428030403383209,2.7342658963166127,3.454201165789314,0.3262744845199277
0.024,5.004303174023567,2.8487659633522524,5.504733491425925,3.2041934152793585,3.5030122218164967,0.6356075930842746
0.025,5.073600474586228,2.9221457238290975,5.580960522044851,3.23668880139553,3.5515203322103592,0.7409800629705793
0.026,5.142461017139256,3.168323437585719,5.656707118853182,3.3238822153230045,3.599722711997479,1.0998947058681547
0.027,5.210880865369442,3.3602852570960455,5.731968951906387,3.120640399324078,3.6476166057586092,1.33601275657553
0.028,5.278856125505255,3.5467258785846876,5.8067417380557815,3.135493553852527,3.6951992878536783,1.3494721395379368
0.029,5.346382946634043,3.7227273308891133,5.881021241297448,3.4244417587793152,3.7424680626438303,1.4500058146738009
0.03,5.413457521014937,4.2281894863242915,5.954803273116432,3.64687591848445,3.7894202647104556,1.7761526816546869
0.031,5.480076084387463,4.1786443059619796,6.028083692826209,3.9140945131522167,3.8360532590712237,2.052832362428237
0.032,5.546234916275796,4.118250748041044,6.100858407903376,4.1498125250835685,3.8823644413930567,1.929209919769502
0.033,5.611930340288663,4.0091264443861805,6.17312337431753,4.706129209038844,3.928351238202064,1.9519033536628927
0.034,5.6771587244148485,4.2025418017089775,6.2448745968563335,4.589232675067587,3.974011107090394,2.294199537663738
0.035,5.741916481314269,4.485004347976976,6.316108129445697,4.2986506786893655,4.019341536919988,2.3258995519813377
0.036,5.806200068604601,4.496516716770261,6.386820075465061,4.168746476318846,4.064340048023221,2.4058778893313306
0.037,5.8700059891434355,4.367585942196936,6.457006588057779,4.134695836549839,4.109004192400405,2.598591054839065
0.038,5.933330791305923,4.260686006162954,6.526663870436516,4.051104718295491,4.153331553914145,2.444632841567047
0.039,5.996171069257885,4.465531832231782,6.5957881761836745,4.217475088980011,4.19731974848052,2.364081585842067
0.04,6.058523463224383,4.674492157561462,6.664375809546822,4.628860601047942,4.240966424257068,2.381051638839624
0.041,6.120384659753688,4.82861850270836,6.732423125729057,5.0689387149627345,4.284269261827581,2.613648575420969
0.042,6.181751391976656,4.731687610002526,6.7999265311743216,5.2439289027977285,4.3272259743836585,2.800572880839769
0.043,6.242620439861469,4.830070604685814,6.866882483847616,5.768247340095056,4.3698343079030275,2.9303603681215202
0.044,6.302988630463721,4.901598545254347,6.933287493510094,5.697338156770805,4.4120920413246045,2.9305458852295216
0.045,6.3628528381718334,4.992438657241152,6.999138121989017,5.359438623736271,4.453996986720283,3.1120177606107413
0.046,6.422209984947755,5.210788372153194,7.064430983442531,5.652832543849212,4.495546989463429,3.099558867532559
0.047,6.481057040562951,5.283759013728961,7.129162744619247,5.287321929219262,4.5367399283940655,3.1943913091301317
0.048,6.5393910228296495,5.446492084129935,7.193330125112615,5.20334795637882,4.577573715980754,3.33029399490553
0.049,6.597208997827305,5.476651061987382,7.2569298976100365,5.414859461483881,4.618046298479113,3.5662755008830374
0.05,6.654508080124296,5.554035844224482,7.319958888136727,5.474798199292387,4.658155656087007,3.537027878225902
0.051,6.711285432994797,5.698014733410508,7.382413976294277,5.5157460828162606,4.697899803096357,3.471638159385056
0.052,6.76753826863083,5.415768894927374,7.444292095493913,5.341283146026189,4.73727678804158,3.648675522854571
0.053,6.82326384834947,5.395067910821318,7.505590233184417,5.448069469272192,4.776284693844628,3.8225649256155467
0.054,6.878459482795181,5.3520799186243115,7.566305431074699,5.7737209325853405,4.814921637956626,3.7147318326078005
0.055,6.933122532137267,5.285431341272495,7.626434785350994,5.8567102635399415,4.8531857724960865,3.542836196257264
0.056,6.987250406262419,5.303893673291672,7.685975446888661,5.750626851695853,4.891075284383692,3.71727168565954
0.057,7.0408405649623464,5.680181637885646,7.744924621458582,5.569563681838743,4.928588395473642,3.477512289211178
0.058,7.093890518116458,5.552296756842508,7.803279569928105,5.5091259618771256,4.96572336268152,3.25831513562237
0.059,7.1463978258696095,5.809587140506865,7.861037608456571,5.725277618493915,5.002478478108726,3.2641849114345094
0.06,7.198360098804855,5.5164374398812965,7.918196108685342,5.915163618886766,5.038852069163398,3.3110651098849884
0.061,7.249774998111233,5.527671258841567,7.974752497922357,5.840375720707152,5.074842498677863,3.19419386962114
0.062,7.30064023574654,5.642733327292802,8.030704259321194,5.468777515246215,5.110448165022578,3.2721113199808776
0.063,7.350953574595092,5.836358910253638,8.086048932054602,5.719022466089555,5.145667502216564,3.3521039279682046
0.064,7.400712828620459,6.040950000704855,8.140784111482505,5.6602044237758555,5.180498980034321,3.323133246398283
0.065,7.449915863013141,6.246784210811023,8.194907449314455,5.962163466231967,5.214941104109198,3.6525682544767957
0.066,7.498560594333212,6.208849086872218,8.248416653766535,5.92174014109185,5.248992416033248,3.7280832578589553
0.067,7.546644990647877,6.157160731003581,8.301309489712665,5.840061629661955,5.282651493453514,3.8973825613977153
0.068,7.594167071663945,6.3798350242413235,8.35358377883034,6.023227995388204,5.315916950164761,3.691379024861118
0.069,7.641124908855225,6.375463456162031,8.405237399740749,6.678659105708463,5.348787436198657,3.5082241800111147
0.07,7.687516625584808,6.15967925746231,8.45626828814329,6.920169145925737,5.381261637909366,3.6162983891035947
0.071,7.733340397222232,5.998928606907629,8.506674436944456,7.008182666949922,5.413338278055562,3.9122336329037193
0.072,7.77859445125553,5.901943715213934,8.556453896381084,7.141790007075871,5.445016115878871,3.7808712578244394
0.073,7.8232770673981396,6.102851751146248,8.605604774137953,6.803202801348703,5.476293947178697,3.8274453793766123
0.074,7.867386577690672,6.217541674330231,8.65412523545974,6.642106585841216,5.50717060438347,3.6796816398828534
0.075,7.910921366597526,6.435141829044497,8.702013503257279,6.196874553413831,5.5376449566182675,3.622275307159497
0.076,7.953879871098349,6.412149035065544,8.749267858208185,6.734328464891389,5.567715909768844,3.7014957950284244
0.077,7.996260580774324,6.513275790324331,8.795886638851757,7.178617637421514,5.597382406542026,3.680005001551183
0.078,8.038062037889294,6.702308726698171,8.841868241678224,7.333942629720729,5.626643426522505,3.550035697685038
0.079,8.07928283746568,6.690006399341786,8.887211121212248,7.422051328010409,5.655497986225976,3.4330764405910394
0.08,8.119921627355257,6.836660572396746,8.931913790090784,7.135226136685323,5.68394513914868,3.2527965649284014
0.081,8.159977108304703,6.749357302860798,8.975974819135175,7.1750803052703995,5.711983975813292,3.4243913393987055
0.082,8.199448034015951,6.734953097735288,9.019392837417547,7.65835501191316,5.739613623811166,3.5988175531166235
0.083,8.238333211201375,6.722592747126163,9.062166532321514,7.732661822085377,5.766833247840962,3.758115932495569
0.084,8.27663149963373,6.552934073136167,9.104294649597104,7.651118800134693,5.79364204974361,3.694228216538112
0.085,8.314341812190914,6.7410352619291825,9.145775993410007,7.319831484864896,5.820039268533639,3.907799934853864
0.086,8.351463114895509,6.723228352025725,9.186609426385061,7.71671038924219,5.846024180426856,4.061050074532892
0.087,8.387994426949106,6.807703665609355,9.226793869644018,7.75935017163662,5.871596098864374,4.103933915362133
0.088,8.423934820761426,6.981449300844881,9.26632830283757,7.431137043749943,5.896754374532998,4.122405260494046
0.089,8.459283421974213,7.134989578906478,9.305211764171634,7.323301759553315,5.921498395381949,4.072928948210349
0.09,8.494039409479925,7.320903735960789,9.343443350427918,7.152882922244636,5.9458275866359465,4.148965074003176
0.091,8.528202015435198,7.339354161006048,9.38102221697872,7.255872739461084,5.969741410804638,4.41966185430715
0.092,8.5617705252691,7.294843333000331,9.417947577796012,7.427392714383884,5.9932393676883695,4.598892553050769
0.093,8.594744277686168,7.327290391362094,9.454218705454785,7.429608226031605,6.016320994380317,4.567715180811363
0.094,8.627122664664231,7.038704592180451,9.489834931130655,7.717368794076348,6.038985865264961,4.653582308925965
0.095,8.65890513144703,6.830701054205187,9.524795644591734,7.826786764872789,6.061233592012921,4.5038716239175365
0.096,8.690091176531613,6.672003818907184,9.559100294184775,8.145620884998115,6.083063823572129,4.628123443624823
0.097,8.720680351650541,6.597834225907752,9.592748386815597,8.124204269173285,6.104476246155379,4.5239681189303385
0.098,8.750672261748878,6.813997052145159,9.625739487923767,8.857346016330254,6.125470583224215,4.6456970739312915
0.099,8.780066564955995,6.750947983180832,9.658073221451595,8.726814987587378,6.146046595469196,5.076765868388251
0.1,8.80886297255217,6.80306587268792,9.689749269807388,8.538530609138704,6.166204080786518,4.97169969665333
0.101,8.837061248930006,7.18879252027356,9.720767373823007,8.345697760030706,6.185942874251004,5.368543378754703
0.102,8.864661211550661,7.208133974391451,9.751127332705728,8.355141874578976,6.205262848085463,5.387573425102144
0.103,8.891662730894913,7.447526592651908,9.780829003984405,8.035302939337408,6.224163911626438,5.233403257528913
0.104,8.918065730409031,7.331926110958671,9.809872303449936,8.194039755977109,6.242646011286322,5.090538228809836
0.105,8.943870186445512,7.376637861809814,9.838257205090065,7.856360011947729,6.260709130511858,5.406686729546649
0.106,8.969076128198637,7.271020990072888,9.865983741018502,8.010548072014336,6.278353289739045,5.431379306002936
0.107,8.9936836376349,7.301166293869014,9.893052001398392,7.819777300893586,6.29557854634443,5.307521959826455
0.108,9.017692849418289,7.567111196964108,9.919462134360119,7.864714916670174,6.312384994592802,5.2489912110943395
0.109,9.04110395083043,7.295824937972567,9.945214345913472,8.12522015268995,6.3287727655813,5.287235323271174
0.11,9.063917181685632,7.486848275914335,9.970308899854196,8.73667964120659,6.344742027179942,5.262218904100385
0.111,9.086132834240804,7.622206915912406,9.994746117664885,8.545997544349431,6.360292983968562,5.291408928603186
0.112,9.107751253100284,7.58037088495642,10.018526378410314,8.581464067992757,6.375425877170199,5.519582220952023
0.113,9.128772835115576,7.374998221791542,10.041650118627135,8.490154348572164,6.390140984580903,5.320703947477507
0.114,9.149198029280011,7.496404665869285,10.064117832208014,8.378695843937106,6.404438620496007,5.391829340453249
0.115,9.169027336618353,7.487893404109677,10.085930070280188,8.315262648254187,6.418319135632847,5.357304466624607
0.116,9.18826131007134,7.635157442356429,10.107087441078475,8.599500958094351,6.431782917049937,5.268452030145714
0.117,9.206900554375213,7.727963660624935,10.127590609812735,8.569325258893638,6.444830388062649,5.410300624800005
0.118,9.224945725936184,8.129851014987317,10.147440298529803,9.147002263000623,6.4574620081553284,5.185069839231816
0.119,9.242397532699936,8.125642160176582,10.16663728596993,9.266129582398266,6.469678272889955,4.85743487601289
0.12,9.259256734016097,7.967288283633292,10.185182407417708,9.062115100498758,6.481479713811267,4.927036880518528
0.121,9.275524140497758,8.067529941416826,10.203076554547534,9.022455345448122,6.492866898348431,4.94060141604857
0.122,9.291200613876011,8.168040244273252,10.220320675263613,8.893393829318645,6.5038404297132075,4.784422888580762
